action,eventId,messageId,senderId,receiverId,nodeRole,generationTime,eventTime,remainingHops,hopCount,packetBytes,duplicateDiscarded,ttlExpired
duplicate_discard,accident-1,em-accident-1,normal20,normal2,normal,67,67.0125,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal20,normal6,normal,67,67.0125,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal20,normal26,normal,67,67.0125,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal20,normal19,normal,67,67.0125,9,1,266,1,0
transmit,accident-1,em-accident-1,normal6,broadcast,normal,67,67.0129,9,1,266,0,0
duplicate_discard,accident-1,em-accident-1,normal6,normal2,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal22,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,EmergencyGridScenario.rsu[1],rsu,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal4,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal9,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal18,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal23,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal20,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal11,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,EmergencyGridScenario.rsu[2],rsu,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal3,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal1,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal5,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,accident,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal19,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal26,normal,67,67.0133,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal6,normal0,normal,67,67.0133,9,1,266,1,0
transmit,accident-1,em-accident-1,normal2,broadcast,normal,67,67.0141,9,1,266,0,0
duplicate_discard,accident-1,em-accident-1,normal2,normal6,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal22,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,EmergencyGridScenario.rsu[1],rsu,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal4,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal9,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal23,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal18,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal20,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal11,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,EmergencyGridScenario.rsu[2],rsu,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal3,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal1,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal5,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,accident,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal19,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal0,normal,67,67.0145,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal2,normal26,normal,67,67.0145,9,1,266,1,0
receive,accident-1,em-accident-1,normal2,normal25,normal,67,67.0145,9,1,266,0,0
transmit,accident-1,em-accident-1,normal26,broadcast,normal,67,67.0147,9,1,266,0,0
duplicate_discard,accident-1,em-accident-1,normal26,normal19,normal,67,67.0151,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal26,normal23,normal,67,67.0151,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal26,normal18,normal,67,67.0151,9,1,266,1,0
receive,accident-1,em-accident-1,normal26,normal24,normal,67,67.0151,9,1,266,0,0
duplicate_discard,accident-1,em-accident-1,normal26,normal22,normal,67,67.0151,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal26,normal20,normal,67,67.0151,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal26,normal6,normal,67,67.0151,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal26,normal2,normal,67,67.0151,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal26,EmergencyGridScenario.rsu[1],rsu,67,67.0151,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal26,EmergencyGridScenario.rsu[2],rsu,67,67.0151,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal26,normal5,normal,67,67.0151,9,1,266,1,0
transmit,accident-1,em-accident-1,normal23,broadcast,normal,67,67.0158,9,1,266,0,0
duplicate_discard,accident-1,em-accident-1,normal23,normal26,normal,67,67.0162,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal23,normal22,normal,67,67.0162,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal23,normal19,normal,67,67.0162,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal23,normal20,normal,67,67.0162,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal23,normal6,normal,67,67.0162,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal23,normal2,normal,67,67.0162,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal23,normal18,normal,67,67.0162,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal23,EmergencyGridScenario.rsu[2],rsu,67,67.0162,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal23,accident,normal,67,67.0162,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal23,normal11,normal,67,67.0162,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal23,normal24,normal,67,67.0162,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal23,EmergencyGridScenario.rsu[1],rsu,67,67.0162,9,1,266,1,0
transmit,accident-1,em-accident-1,normal0,broadcast,normal,67,67.0166,9,1,266,0,0
transmit,accident-1,em-accident-1,accident,broadcast,normal,67,67.0167,9,1,266,0,0
duplicate_discard,accident-1,em-accident-1,normal0,normal3,normal,67,67.017,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal0,normal9,normal,67,67.017,9,1,266,1,0
receive,accident-1,em-accident-1,normal0,normal14,normal,67,67.017,9,1,266,0,0
duplicate_discard,accident-1,em-accident-1,normal0,normal4,normal,67,67.017,9,1,266,1,0
receive,accident-1,em-accident-1,normal0,normal7,normal,67,67.017,9,1,266,0,0
duplicate_discard,accident-1,em-accident-1,normal0,normal2,normal,67,67.017,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal0,normal6,normal,67,67.017,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal0,EmergencyGridScenario.rsu[1],rsu,67,67.017,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal0,normal11,normal,67,67.017,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal0,normal1,normal,67,67.017,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal0,EmergencyGridScenario.rsu[2],rsu,67,67.017,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,normal0,accident,normal,67,67.017,9,1,266,1,0
transmit,accident-1,em-accident-1,normal1,broadcast,normal,67,67.0171,8,2,266,0,0
duplicate_discard,accident-1,em-accident-1,normal1,normal5,normal,67,67.0175,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal1,normal25,normal,67,67.0175,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal1,EmergencyGridScenario.rsu[1],rsu,67,67.0175,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal1,normal4,normal,67,67.0175,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal1,normal9,normal,67,67.0175,8,2,266,1,0
receive,accident-1,em-accident-1,normal1,normal21,normal,67,67.0175,8,2,266,0,0
receive,accident-1,em-accident-1,normal1,normal17,normal,67,67.0175,8,2,266,0,0
duplicate_discard,accident-1,em-accident-1,normal1,normal7,normal,67,67.0175,8,2,266,1,0
receive,accident-1,em-accident-1,normal1,EmergencyGridScenario.rsu[0],rsu,67,67.0175,8,2,266,0,0
receive,accident-1,em-accident-1,normal1,normal10,normal,67,67.0175,8,2,266,0,0
receive,accident-1,em-accident-1,normal1,normal13,normal,67,67.0175,8,2,266,0,0
receive,accident-1,em-accident-1,normal1,normal16,normal,67,67.0175,8,2,266,0,0
receive,accident-1,em-accident-1,normal1,normal8,normal,67,67.0175,8,2,266,0,0
duplicate_discard,accident-1,em-accident-1,accident,EmergencyGridScenario.rsu[2],rsu,67,67.0176,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,accident,normal11,normal,67,67.0176,9,1,266,1,0
duplicate_discard,accident-1,em-accident-1,accident,normal20,normal,67,67.0176,9,1,266,1,0
transmit,accident-1,em-accident-1,normal9,broadcast,normal,67,67.0214,8,2,266,0,0
duplicate_discard,accident-1,em-accident-1,normal9,normal4,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,EmergencyGridScenario.rsu[1],rsu,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal1,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal3,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal7,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal0,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal6,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal2,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal5,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal25,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal21,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal14,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal22,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal17,normal,67,67.0219,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal9,normal18,normal,67,67.0219,8,2,266,1,0
transmit,accident-1,em-accident-1,normal5,broadcast,normal,67,67.0224,8,2,266,0,0
transmit,accident-1,em-accident-1,normal3,broadcast,normal,67,67.0227,8,2,266,0,0
transmit,accident-1,em-accident-1,normal7,broadcast,normal,67,67.0227,8,2,266,0,0
duplicate_discard,accident-1,em-accident-1,normal5,normal25,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal1,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,EmergencyGridScenario.rsu[1],rsu,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal18,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal4,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal9,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal10,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal13,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal17,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,EmergencyGridScenario.rsu[0],rsu,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal6,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal2,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal21,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal16,normal,67,67.0228,8,2,266,1,0
receive,accident-1,em-accident-1,normal5,ambulance,emergency,67,67.0228,8,2,266,0,0
ev_processed,accident-1,em-accident-1,normal5,ambulance,emergency,67,67.0228,8,2,266,0,0
duplicate_discard,accident-1,em-accident-1,normal5,normal22,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal8,normal,67,67.0228,8,2,266,1,0
receive,accident-1,em-accident-1,normal5,normal12,normal,67,67.0228,8,2,266,0,0
duplicate_discard,accident-1,em-accident-1,normal5,normal7,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal19,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal5,normal26,normal,67,67.0228,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal7,normal21,normal,67,67.0234,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal7,normal14,normal,67,67.0234,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal7,normal9,normal,67,67.0234,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal7,normal4,normal,67,67.0234,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal7,normal17,normal,67,67.0234,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal7,normal3,normal,67,67.0234,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal7,normal1,normal,67,67.0234,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal7,normal0,normal,67,67.0234,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal7,EmergencyGridScenario.rsu[0],rsu,67,67.0234,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal7,ambulance,emergency,67,67.0234,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal7,normal8,normal,67,67.0234,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal7,normal12,normal,67,67.0234,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal3,normal0,normal,67,67.0239,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal3,normal9,normal,67,67.0239,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal3,normal4,normal,67,67.0239,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal3,normal14,normal,67,67.0239,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal3,normal2,normal,67,67.0239,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal3,normal6,normal,67,67.0239,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal3,EmergencyGridScenario.rsu[1],rsu,67,67.0239,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal3,normal7,normal,67,67.0239,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal3,normal1,normal,67,67.0239,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal3,normal11,normal,67,67.0239,8,2,266,1,0
transmit,accident-1,em-accident-1,normal17,broadcast,normal,67,67.0243,7,3,266,0,0
transmit,accident-1,em-accident-1,normal18,broadcast,normal,67,67.0243,8,2,266,0,0
duplicate_discard,accident-1,em-accident-1,normal17,normal21,normal,67,67.0247,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal17,EmergencyGridScenario.rsu[0],rsu,67,67.0247,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal17,ambulance,emergency,67,67.0247,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal17,normal8,normal,67,67.0247,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal17,normal12,normal,67,67.0247,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal17,normal16,normal,67,67.0247,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal17,normal7,normal,67,67.0247,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal17,normal14,normal,67,67.0247,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal18,normal19,normal,67,67.0247,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal18,normal26,normal,67,67.0247,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal18,normal22,normal,67,67.0247,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal18,normal6,normal,67,67.0247,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal18,normal2,normal,67,67.0247,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal18,normal23,normal,67,67.0247,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal18,normal24,normal,67,67.0247,8,2,266,1,0
transmit,accident-1,em-accident-1,normal21,broadcast,normal,67,67.026,7,3,266,0,0
duplicate_discard,accident-1,em-accident-1,normal21,normal17,normal,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,normal7,normal,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,normal1,normal,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,normal4,normal,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,normal9,normal,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,normal25,normal,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,EmergencyGridScenario.rsu[0],rsu,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,normal14,normal,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,normal5,normal,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,ambulance,emergency,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,normal8,normal,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,normal12,normal,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,EmergencyGridScenario.rsu[1],rsu,67,67.0265,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal21,normal16,normal,67,67.0265,7,3,266,1,0
transmit,accident-1,em-accident-1,normal4,broadcast,normal,67,67.027,8,2,266,0,0
transmit,accident-1,em-accident-1,normal24,broadcast,normal,67,67.0271,8,2,266,0,0
duplicate_discard,accident-1,em-accident-1,normal4,normal9,normal,67,67.0274,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal4,EmergencyGridScenario.rsu[1],rsu,67,67.0274,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal4,normal1,normal,67,67.0274,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal4,normal3,normal,67,67.0274,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal4,normal7,normal,67,67.0274,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal4,normal0,normal,67,67.0274,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal4,normal21,normal,67,67.0274,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal4,normal14,normal,67,67.0274,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal4,normal17,normal,67,67.0274,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal24,normal26,normal,67,67.0276,8,2,266,1,0
transmit,accident-1,em-accident-1,normal14,broadcast,normal,67,67.0277,8,2,266,0,0
duplicate_discard,accident-1,em-accident-1,normal14,normal7,normal,67,67.0281,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal14,normal0,normal,67,67.0281,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal14,normal3,normal,67,67.0281,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal14,normal9,normal,67,67.0281,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal14,normal21,normal,67,67.0281,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal14,normal4,normal,67,67.0281,8,2,266,1,0
transmit,accident-1,em-accident-1,normal13,broadcast,normal,67,67.0308,7,3,266,0,0
transmit,accident-1,em-accident-1,normal10,broadcast,normal,67,67.0309,7,3,266,0,0
duplicate_discard,accident-1,em-accident-1,normal13,normal10,normal,67,67.0312,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal13,EmergencyGridScenario.rsu[0],rsu,67,67.0312,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal13,normal16,normal,67,67.0312,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal13,normal25,normal,67,67.0312,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal13,normal12,normal,67,67.0312,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal13,normal8,normal,67,67.0312,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal13,ambulance,emergency,67,67.0312,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal13,normal5,normal,67,67.0312,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal13,normal1,normal,67,67.0312,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal13,normal17,normal,67,67.0312,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal13,normal18,normal,67,67.0312,7,3,266,1,0
transmit,accident-1,em-accident-1,normal19,broadcast,normal,67,67.0312,8,2,266,0,0
transmit,accident-1,em-accident-1,normal25,broadcast,normal,67,67.0314,8,2,266,0,0
duplicate_discard,accident-1,em-accident-1,normal19,normal26,normal,67,67.0317,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal19,normal18,normal,67,67.0317,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal19,normal23,normal,67,67.0317,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal19,normal24,normal,67,67.0317,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal19,normal22,normal,67,67.0317,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal19,normal6,normal,67,67.0317,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal19,normal2,normal,67,67.0317,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal19,normal20,normal,67,67.0317,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal19,EmergencyGridScenario.rsu[1],rsu,67,67.0317,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal19,normal5,normal,67,67.0317,8,2,266,1,0
